APR_HepG2_MicrotubuleCSK_24h_dn                           		0.0		0.0						0.0			0.0		0.0			0.0		0.0	0.0												0.0					0.0		0.0															0.0				0.0			0.0																		1.0				0.0												1.0	0.0															0.0		0.0				0.0				0.0									0.001		0.0		0.0							0.0											0.0															0.0									0.0																					0.0				0.0																														0.0																									0.0	0.0									0.0					0.3333333333333333				0.998																0.0																																																		0.105																																			0.0																																							0.0		0.0	0.0										
APR_HepG2_MicrotubuleCSK_24h_up                           		0.0		0.0						0.0			0.0		0.0			0.0		0.0	0.0												0.0					0.0		0.0															0.0				0.0			0.013000000000000001																		0.0				0.0												0.0	0.0															0.0		0.0				0.0				0.677									0.003		0.0		0.0							0.0											0.0															0.0									0.0																					0.0				0.0																														0.0																									0.0	0.0									0.0					0.33266666666666667				0.0																0.0																																																		0.027999999999999997																																			0.0																																							0.0		0.0	0.0										
APR_HepG2_MicrotubuleCSK_72h_dn                           		0.0		0.0						0.0			0.0		0.0			0.0		0.0	0.0												0.0					0.0		0.0															0.0				0.0			0.0																		0.059000000000000004				0.0												0.9590000000000001	0.0															0.0		0.0				0.0				0.0									0.9520000000000001		0.0		0.0							0.0																										0.0									0.0																					0.0				0.0																														0.0																									0.0	0.0									0.0					0.6666666666666666				0.0																0.0																																																		0.0																																			0.0																																							0.0		0.0	0.0										
APR_HepG2_MicrotubuleCSK_72h_up                           		0.0		0.0						0.0			0.0		0.0			0.0		0.0	0.0												0.0					0.0		0.0															0.0				0.0			0.0																		0.0				0.0												0.0	0.0															0.0		0.0				0.0				1.0									0.0		0.0		0.0							0.0																										0.0									0.0																					0.0				0.627																														0.039																									0.0	0.0									0.0					0.15266666666666664				0.0																0.0																																																		1.0																																			0.0																																							0.0		0.0	0.001										
APR_HepG2_MitoMass_1h_dn                                  																																																																																																																																																																								0.0																																																																																										0.0														0.9990000000000001																																																																																																																																																													
APR_HepG2_MitoMass_1h_up                                  																																																																																																																																																																								0.0																																																																																										0.0														0.0																																																																																																																																																													
APR_HepG2_MitoMass_24h_dn                                 		0.0		0.0						0.0			0.0		0.0			0.0		0.0	0.0												0.0					0.0		0.0															0.0				0.0			1.0																		0.0				0.0												1.0	0.0															0.0		0.0				0.0				1.0									1.0		0.0		0.0							0.0											0.0															0.0									0.0																					0.0				0.9740000000000001																														0.009000000000000001																									0.0	0.0									0.0					0.6793333333333335				0.0																0.0																																																		1.0																																			0.0																																							0.0		0.0	0.0										
APR_HepG2_MitoMass_24h_up                                 		0.0		0.0						0.0			0.0		0.993			0.0		0.0	0.0												0.0					0.0		0.0															0.0				0.0			0.0																		0.0				0.0												0.0	0.0															0.0		0.0				0.0				0.0									0.0		0.0		0.0							0.0											0.0															0.0									0.0																					0.0				0.0																														0.0																									0.0	0.0									0.0					0.18166666666666667				0.0																0.0																																																		0.0																																			0.025																																							0.0		0.0	0.0										
APR_HepG2_MitoMass_72h_dn                                 		0.0		0.0						0.0			0.0		0.0			0.0		0.0	0.0												0.0					0.0		0.0															0.0				0.0			0.0																		0.0				0.0												0.0	0.0															0.0		0.0				0.0				1.0									1.0		0.0		0.0							0.0																										0.0									0.0																					0.0				1.0																														0.001																									0.0	0.0									0.0					0.085				1.0																0.0																																																		1.0																																			0.0																																							0.0		0.0	0.0										
APR_HepG2_MitoMass_72h_up                                 		0.0		0.0						0.0			0.0		1.0			0.0		0.0	0.0												0.0					0.0		0.634															0.0				0.0			0.0																		0.001				0.0												1.0	0.0															0.0		0.0				0.467				0.0									0.0		0.0		0.0							0.0																										0.0									0.0																					0.0				0.0																														0.0																									0.0	0.013000000000000001									0.0					0.3333333333333333				0.0																0.0																																																		0.0																																			0.008																																							0.0		0.0	0.9670000000000001										
APR_HepG2_MitoMembPot_1h_dn                               																																																																																																																																																																								0.0																																																																																										0.0														0.003																																																																																																																																																													
APR_HepG2_MitoMembPot_1h_up                               																																																																																																																																																																								0.0																																																																																										0.0														0.0																																																																																																																																																													
APR_HepG2_MitoMembPot_24h_dn                              		0.0		0.0						0.0			0.0		0.0			0.0		0.0	0.0												0.0					0.0		0.0															0.0				0.0			0.019																		0.0				0.0												0.0	0.0															0.0		0.0				0.0				0.0									0.0		0.0		0.0							0.0											0.0															0.0									0.0																					0.595				0.0																														0.0																									0.0	0.0									0.0					1.0				1.0																0.0																																																		1.0																																			0.0																																							0.0		0.0	0.0										
APR_HepG2_MitoMembPot_24h_up                              		0.0		0.0						0.0			0.0		0.0			0.0		0.0	0.0												0.0					0.0		0.0															0.0				0.0			0.0																		0.0				0.0												0.0	0.0															0.0		0.0				0.0				0.0									0.0		0.0		0.0							0.0											0.0															0.0									0.0																					0.0				0.0																														0.0																									0.0	0.0									0.0					0.0				0.0																0.0																																																		0.0																																			0.0																																							0.0		0.0	0.0										
APR_HepG2_MitoMembPot_72h_dn                              		0.0		0.0						0.0			0.0		0.415			0.0		0.0	0.0												0.0					0.0		0.0															0.0				0.0			0.0																		0.605				0.0												1.0	0.0															0.018000000000000002		0.0				0.0				0.0									1.0		0.0		0.0							0.0																										0.0									0.0																					0.0				0.0																														0.0																									0.0	0.0									0.0					0.684				0.9890000000000001																0.087																																																		0.0																																			1.0																																							0.0		0.0	0.0										
APR_HepG2_MitoMembPot_72h_up                              		0.0		0.0						0.0			0.0		0.0			0.0		0.0	0.0												0.0					0.0		0.0															0.0				0.0			0.0																		0.0				0.0												0.0	0.0															0.0		0.0				0.0				0.0									0.0		0.0		0.0							0.0																										0.0									0.0																					0.0				0.0																														0.0																									0.0	0.0									0.0					0.0				0.0																0.0																																																		0.0																																			0.0																																							0.0		0.0	0.0										
APR_HepG2_MitoticArrest_1h_dn                             																																																																																																																																																																								0.0																																																																																										0.0														0.0																																																																																																																																																													
APR_HepG2_MitoticArrest_1h_up                             																																																																																																																																																																								0.0																																																																																										0.0														0.016																																																																																																																																																													
APR_HepG2_MitoticArrest_24h_dn                            		0.0		0.0						0.0			0.0		0.0			0.0		0.0	0.0												0.0					0.0		0.0															0.0				0.0			0.0																		0.0				0.0												0.0	0.0															0.0		0.0				0.0				0.0									0.0		0.0		0.0							0.0											0.0															0.0									0.0																					0.0				0.0																														0.0																									0.0	0.0									0.0					0.0				0.0																0.0																																																		0.0																																			0.0																																							0.0		0.0	0.0										
APR_HepG2_MitoticArrest_24h_up                            		0.0		0.0						0.0			0.0		0.0			0.0		0.0	0.0												0.0					0.0		0.0															0.0				0.0			1.0																		1.0				0.0												1.0	0.0															0.0		0.0				0.0				1.0									1.0		0.0		0.0							0.0											0.0															0.0									0.0																					0.0				0.0																														0.589																									0.0	0.0									0.0					0.6666666666666666				0.0																0.0																																																		1.0																																			0.0																																							0.0		0.0	0.0										
APR_HepG2_MitoticArrest_72h_dn                            		0.0		0.0						0.0			0.0		0.0			0.0		0.0	0.0												0.0					0.0		0.0															0.0				0.0			0.0																		0.0				0.0												0.0	0.0															0.0		0.0				0.0				0.0									0.0		0.0		0.0							0.0																										0.0									0.0																					0.0				0.0																														0.0																									0.0	0.0									0.0					0.0				0.0																0.0																																																		0.0																																			0.0																																							0.0		0.0	0.0										
APR_HepG2_MitoticArrest_72h_up                            		0.0		0.0						0.0			0.0		0.0			0.0		0.0	0.0												0.0					0.0		0.106															0.0				0.0			0.413																		1.0				0.0												1.0	0.0															0.209		0.0				0.0				1.0									1.0		0.0		0.0							0.0																										0.0									0.0																					0.003				1.0																														1.0																									0.0	0.0									0.0					0.6666666666666666				1.0																0.0																																																		1.0																																			0.0																																							0.0		0.0	1.0										
APR_HepG2_NuclearSize_1h_dn                               																																																																																																																																																																								0.0																																																																																										0.0														1.0																																																																																																																																																													
APR_HepG2_NuclearSize_1h_up                               																																																																																																																																																																								0.0																																																																																										0.0														0.0																																																																																																																																																													
APR_HepG2_NuclearSize_24h_dn                              		0.0		0.0						0.0			0.0		0.0			0.0		0.0	0.0												0.0					0.0		0.0															0.0				0.0			1.0																		1.0				0.0												0.031	0.0															0.0		0.0				0.0				0.0									0.6709999999999999		0.0		0.0							0.0											0.0															0.0									0.0																					0.0				0.0																														0.0																									0.0	0.0									0.0					0.5143333333333333				0.0																0.0																																																		0.583																																			0.0																																							0.0		0.0	0.0										
APR_HepG2_NuclearSize_24h_up                              		0.0		0.0						0.0			0.0		0.247			0.0		0.0	0.0												0.0					0.0		0.0															0.0				0.0			0.0																		0.0				0.0												0.0	0.0															0.0		0.0				0.0				0.0									0.0		0.0		0.0							0.0											0.0															0.0									0.0																					0.0				0.0																														0.0																									0.0	0.0									0.0					0.0				0.0																0.0																																																		0.0																																			0.0																																							0.0		0.0	0.0										
APR_HepG2_NuclearSize_72h_dn                              		0.0		0.0						0.0			0.0		0.0			0.0		0.0	0.0												0.0					0.0		0.0															0.0				0.0			0.0																		1.0				0.0												0.0	0.0															0.0		0.0				0.0				0.63									0.0		0.0		0.0							0.0											0.0															0.0									0.0																					0.0				0.0																														0.0																									0.0	0.0									0.0					0.3333333333333333				0.003																0.0																																																		0.302																																			0.0																																							0.0		0.0	0.0										
APR_HepG2_NuclearSize_72h_up                              		0.0		0.0						0.0			0.0		1.0			0.0		0.0	0.0												0.0					0.0		0.0															0.0				0.0			0.765																		0.0				0.0												0.0	0.0															0.0		0.0				0.0				0.0									1.0		0.0		0.0							0.0											0.0															0.0									0.0																					0.0				0.0																														0.0																									0.0	0.0									0.0					0.0				0.0																0.0																																																		0.0																																			0.0																																							0.0		0.0	0.0										
APR_HepG2_OxidativeStress_1h_dn                           																																																																																																																																																																								0.001																																																																																										0.0														0.0																																																																																																																																																													
APR_HepG2_OxidativeStress_1h_up                           																																																																																																																																																																								0.0																																																																																										0.0														1.0																																																																																																																																																													
APR_HepG2_OxidativeStress_24h_dn                          		0.008		0.0						0.0			0.0		0.0			0.0		0.0	0.0												0.0					0.0		0.0															0.0				0.0			0.0																		0.0				0.0												0.0	0.0															0.0		0.0				0.0				0.0									0.0		0.0		0.0							0.0											0.0															0.0									0.0																					0.0				0.0																														0.0																									0.0	0.0									0.0					0.0				0.0																0.0																																																		0.0																																			0.0																																							0.0		0.0	0.0										
APR_HepG2_OxidativeStress_24h_up                          		0.0		0.0						0.0			0.0		0.0			0.0		0.0	0.0												0.0					0.0		0.0															0.0				0.0			1.0																		1.0				0.0												1.0	0.0															0.0		0.0				0.0				1.0									1.0		0.0		0.0							0.0											0.0															0.0									0.0																					0.0				1.0																														0.0																									0.0	0.0									0.0					0.6666666666666666				0.862																0.0																																																		1.0																																			0.0																																							0.0		0.0	0.138										
APR_HepG2_OxidativeStress_72h_dn                          		0.0		0.0						0.0			0.0		0.0			0.0		0.0	0.0												0.0					0.0		0.0															0.0				0.0			0.0																		0.0				0.0												0.0	0.0															0.0		0.0				0.0				0.0									0.0		0.0		0.0							0.0											0.0															0.0									0.0																					0.0				0.0																														0.0																									0.0	0.0									0.0					0.0				0.0																0.0																																																		0.0																																			0.0																																							0.0		0.0	0.0										
APR_HepG2_OxidativeStress_72h_up                          		0.0		0.0						0.0			0.0		0.925			0.0		0.0	0.0												0.0					0.0		0.0															0.0				0.0			1.0																		1.0				0.0												1.0	0.0															0.044000000000000004		0.0				0.0				1.0									1.0		0.0		0.0							0.0											0.0															0.0									0.0																					0.0				1.0																														0.9840000000000001																									0.0	0.0									0.0					0.6683333333333333				1.0																0.0																																																		1.0																																			0.0																																							0.0		0.0	1.0										
APR_HepG2_StressKinase_1h_dn                              																																																																																																																																																																								0.0																																																																																										0.0														0.0																																																																																																																																																													
APR_HepG2_StressKinase_1h_up                              																																																																																																																																																																								0.0																																																																																										0.0														0.266																																																																																																																																																													
APR_HepG2_StressKinase_24h_dn                             		0.038		0.0						0.0			0.0		0.0			0.0		0.0	0.0												0.0					0.0		0.0															0.0				0.0			0.0																		1.0				0.0												1.0	0.0															0.0		0.0				0.0				0.0									0.0		0.0		0.0							0.0											0.0															0.0									0.0																					0.0				0.0																														0.0																									0.0	0.0									0.0					0.001				0.441																0.0																																																		0.0																																			0.0																																							0.0		0.0	0.0										
APR_HepG2_StressKinase_24h_up                             		0.0		0.0						0.0			0.0		0.0			0.0		0.0	0.0												0.0					0.0		0.0															0.0				0.0			0.023																		0.0				0.0												0.0	0.0															0.0		0.0				0.0				0.0									1.0		0.0		0.0							0.0											0.0															0.0									0.0																					0.0				0.0																														0.0																									0.0	0.0									0.0					0.0				0.0																0.0																																																		1.0																																			0.0																																							0.0		0.0	0.0										
APR_HepG2_StressKinase_72h_dn                             		0.0		0.004						0.0			0.0		0.0			0.0		0.0	0.0												0.0					0.0		0.0															0.0				0.0			0.0																		0.0				0.0												0.0	0.0															0.0		0.0				0.0				0.0									0.0		0.0		0.0							0.0											0.0															0.0									0.0																					0.0				0.0																														0.0																									0.0	0.0									0.0					0.0				0.0																0.0																																																		0.0																																			0.0																																							0.0		0.0	0.0										
APR_HepG2_StressKinase_72h_up                             		0.0		0.0						0.0			0.0		0.9590000000000001			0.0		0.0	0.0												0.0					0.0		0.0															0.0				0.0			0.934																		1.0				0.0												1.0	0.0															0.0		0.0				0.0				0.0									1.0		0.0		0.0							0.0											0.0															0.0									0.0																					0.0				0.0																														0.16699999999999998																									0.0	0.0									0.0					0.5183333333333334				0.95																0.0																																																		1.0																																			0.0																																							0.0		0.0	0.001										
APR_HepG2_p53Act_1h_dn                                    																																																																																																																																																																								0.0																																																																																										0.0														0.0																																																																																																																																																													
APR_HepG2_p53Act_1h_up                                    																																																																																																																																																																								0.0																																																																																										0.0														0.055999999999999994																																																																																																																																																													
APR_HepG2_p53Act_24h_dn                                   		0.0		0.0						0.0			0.0		0.0			0.0		0.0	0.0												0.0					0.0		0.0															0.0				0.0			0.0																		0.0				0.0												0.0	0.0															0.0		0.0				0.0				0.0									0.0		0.0		0.0							0.0											0.0															0.0									0.0																					0.0				0.0																														0.0																									0.0	0.0									0.0					0.0				0.0																0.0																																																		0.0																																			0.0																																							0.0		0.0	0.0										
APR_HepG2_p53Act_24h_up                                   		0.0		0.0						0.0			0.0		0.838			0.0		0.0	0.0												0.0					0.0		0.0															0.0				0.0			1.0																		0.0				0.0												1.0	0.0															0.0		0.0				0.0				1.0									1.0		0.0		0.0							0.0											0.0															0.0									0.0																					0.0				1.0																														0.37799999999999995																									0.0	0.0									0.0					0.6666666666666666				0.0																0.0																																																		1.0																																			0.0																																							0.0		0.0	0.0										
APR_HepG2_p53Act_72h_dn                                   		0.0		0.0						0.0			0.0		0.0			0.0		0.0	0.0												0.0					0.0		0.0															0.0				0.0			0.0																		0.0				0.0												0.0	0.0															0.0		0.0				0.0				0.0									0.0		0.0		0.0							0.0											0.0															0.0									0.0																					0.0				0.0																														0.0																									0.0	0.0									0.0					0.0				0.0																0.0																																																		0.0																																			0.0																																							0.0		0.0	0.0										
APR_HepG2_p53Act_72h_up                                   		0.0		0.0						0.0			0.0		1.0			0.0		0.0	0.0												0.0					0.0		0.0															0.0				0.0			1.0																		0.9990000000000001				0.0												1.0	0.001															0.0		0.0				0.0				1.0									1.0		0.0		0.0							0.0											0.0															0.0									0.0																					0.0				1.0																														1.0																									0.0	0.0									0.0					0.6666666666666666				1.0																0.0																																																		1.0																																			0.0																																							0.0		0.0	1.0										
ATG_AP_1_CIS_dn                                           		0.0	0.0	0.0	0.018000000000000002		0.0005	0.0		0.047	0.0		0.086		0.0	0.0	0.0	0.0		0.0	0.0	0.0		0.0							0.0		0.0			0.0	0.0	0.0	0.0	0.0	0.0			0.001	0.001			0.0					0.0		0.0				0.0			0.0	0.0	0.7290000000000001			0.0						0.0							0.0	0.0			0.001						0.003						0.0	0.113												0.005	0.001		0.0		0.0				0.0				0.0	0.0		0.0				0.0		0.0	0.096	0.001		0.0		0.0		0.0			0.001											0.0						0.0		0.0	0.0	0.0		0.0			0.0034999999999999996				0.0			0.0	0.0	0.0		0.0				0.0	0.0				0.009000000000000001		0.0				0.0				0.0		0.0		0.0	0.0						0.271	0.0												0.0		0.0	0.0		0.012			0.0		0.0			0.0				0.0						0.003			0.0		0.0							0.0	0.0025		0.0							0.0	0.001				0.0505				0.0						0.0										0.0488		0.004	0.0		0.0														0.0	0.0		0.0						0.002								0.002														0.0										0.0																							0.8959999999999999		0.0																																					0.0		0.0		0.0	0.0	0.0				0.0					
